Tipo;SKU;Nome;Publicado;Descrição curta;Em estoque?;Estoque;Quantidade baixa de estoque;São permitidas encomendas?;Vendido individualmente?;Peso (kg);Comprimento (cm);Largura (cm);Altura (cm);Permitir avaliações de clientes?;Preço;Categorias;Produto ascendente;Nome do atributo 1;Valores do atributo 1;Visibilidade do atributo 1;Atributo global 1;Nome do atributo 2;Valores do atributo 2;Visibilidade do atributo 2;Atributo global 2;Nome do atributo 3;Valores do atributo 3;Visibilidade do atributo 3;Atributo global 3
variable;10126;Top Casual;-1;Top curto de alcinha larga, busto com recorte, fechamento traseiro com ziper de nylon destacável .;1;;;0;0;266;32;21;12;0;269,99;Top > Top de alcinha;;Cor;PRETO, VERDE, LILAS;1;1;Tamanho;G, GG, M, P, PP;1;1;Composição;Tecido: 96% Poliéster 4% Elastano;1;0
variation;10126-P-G;Top Casual - PRETO, G;-1;;1;1;;0;0;;;;;0;269,99;;10126;Cor;PRETO;;1;Tamanho;G;;1;;;;
variation;10126-P-GG;Top Casual - PRETO, GG;-1;;1;1;;0;0;;;;;0;269,99;;10126;Cor;PRETO;;1;Tamanho;GG;;1;;;;
variation;10126-P-M;Top Casual - PRETO, M;-1;;1;1;;0;0;;;;;0;269,99;;10126;Cor;PRETO;;1;Tamanho;M;;1;;;;
variation;10126-P-P;Top Casual - PRETO, P;-1;;1;1;;0;0;;;;;0;269,99;;10126;Cor;PRETO;;1;Tamanho;P;;1;;;;
variation;10126-P-PP;Top Casual - PRETO, PP;-1;;1;1;;0;0;;;;;0;269,99;;10126;Cor;PRETO;;1;Tamanho;PP;;1;;;;
variation;10126-V-G;Top Casual - VERDE, G;-1;;1;1;;0;0;;;;;0;269,99;;10126;Cor;VERDE;;1;Tamanho;G;;1;;;;
variation;10126-V-GG;Top Casual - VERDE, GG;-1;;1;1;;0;0;;;;;0;269,99;;10126;Cor;VERDE;;1;Tamanho;GG;;1;;;;
variation;10126-V-M;Top Casual - VERDE, M;-1;;1;1;;0;0;;;;;0;269,99;;10126;Cor;VERDE;;1;Tamanho;M;;1;;;;
variation;10126-V-P;Top Casual - VERDE, P;-1;;1;1;;0;0;;;;;0;269,99;;10126;Cor;VERDE;;1;Tamanho;P;;1;;;;
variation;10126-V-PP;Top Casual - VERDE, PP;-1;;1;1;;0;0;;;;;0;269,99;;10126;Cor;VERDE;;1;Tamanho;PP;;1;;;;
variation;10126-L-G;Top Casual - LILAS, G;-1;;1;1;;0;0;;;;;0;269,99;;10126;Cor;LILAS;;1;Tamanho;G;;1;;;;
variation;10126-L-GG;Top Casual - LILAS, GG;-1;;1;1;;0;0;;;;;0;269,99;;10126;Cor;LILAS;;1;Tamanho;GG;;1;;;;
variation;10126-L-M;Top Casual - LILAS, M;-1;;1;1;;0;0;;;;;0;269,99;;10126;Cor;LILAS;;1;Tamanho;M;;1;;;;
variation;10126-L-P;Top Casual - LILAS, P;-1;;1;1;;0;0;;;;;0;269,99;;10126;Cor;LILAS;;1;Tamanho;P;;1;;;;
variation;10126-L-PP;Top Casual - LILAS, PP;-1;;1;1;;0;0;;;;;0;269,99;;10126;Cor;LILAS;;1;Tamanho;PP;;1;;;;
variable;10137;Vestido Amanda;-1;Vestido mid com decote ombro a ombro com babado e elástico. Saia com corte  assimétrico na barra e  com forro. Fechamento trazeiro com zíper invisível.;1;;;0;0;611;32;21;12;0;489,99;Vestido > Vestido mid;;Cor;AZUL TURQUESA, ROSA;1;1;Tamanho;PP, P, M, G, GG;1;1;Composição;Tecido: 98% Algodão 02% Elastano ;1;0
variation;10137-A-PP;Vestido Amanda - AZUL TURQUESA, PP;-1;;1;1;;0;0;;;;;0;489,99;;10137;Cor;AZUL TURQUESA;;1;Tamanho;PP;;1;;;;
variation;10137-A-P;Vestido Amanda - AZUL TURQUESA, P;-1;;1;1;;0;0;;;;;0;489,99;;10137;Cor;AZUL TURQUESA;;1;Tamanho;P;;1;;;;
variation;10137-A-M;Vestido Amanda - AZUL TURQUESA, M;-1;;1;1;;0;0;;;;;0;489,99;;10137;Cor;AZUL TURQUESA;;1;Tamanho;M;;1;;;;
variation;10137-A-G;Vestido Amanda - AZUL TURQUESA, G;-1;;1;1;;0;0;;;;;0;489,99;;10137;Cor;AZUL TURQUESA;;1;Tamanho;G;;1;;;;
variation;10137-A-GG;Vestido Amanda - AZUL TURQUESA, GG;-1;;1;1;;0;0;;;;;0;489,99;;10137;Cor;AZUL TURQUESA;;1;Tamanho;GG;;1;;;;
variation;10137-R-PP;Vestido Amanda - ROSA, PP;-1;;1;1;;0;0;;;;;0;489,99;;10137;Cor;ROSA;;1;Tamanho;PP;;1;;;;
variation;10137-R-P;Vestido Amanda - ROSA, P;-1;;1;1;;0;0;;;;;0;489,99;;10137;Cor;ROSA;;1;Tamanho;P;;1;;;;
variation;10137-R-M;Vestido Amanda - ROSA, M;-1;;1;1;;0;0;;;;;0;489,99;;10137;Cor;ROSA;;1;Tamanho;M;;1;;;;
variation;10137-R-G;Vestido Amanda - ROSA, G;-1;;1;1;;0;0;;;;;0;489,99;;10137;Cor;ROSA;;1;Tamanho;G;;1;;;;
variation;10137-R-GG;Vestido Amanda - ROSA, GG;-1;;1;1;;0;0;;;;;0;489,99;;10137;Cor;ROSA;;1;Tamanho;GG;;1;;;;
variable;10136;Vestido Clara;-1;Vestido mid de alcinha com recortes e franzidos na saia e com forro. Regulador de metal dourado e fechamento trazeiro com zíper invisível.;1;;;0;0;461;32;21;12;0;459,99;Vestido > Vestido mid;;Cor;AZUL TURQUESA, ROSA;1;1;Tamanho;PP, P, M, G, GG;1;1;Composição;Tecido: 98% Algodão 02% Elastano ;1;0
variation;10136-A-PP;Vestido Clara - AZUL TURQUESA, PP;-1;;1;1;;0;0;;;;;0;459,99;;10136;Cor;AZUL TURQUESA;;1;Tamanho;PP;;1;;;;
variation;10136-A-P;Vestido Clara - AZUL TURQUESA, P;-1;;1;1;;0;0;;;;;0;459,99;;10136;Cor;AZUL TURQUESA;;1;Tamanho;P;;1;;;;
variation;10136-A-M;Vestido Clara - AZUL TURQUESA, M;-1;;1;1;;0;0;;;;;0;459,99;;10136;Cor;AZUL TURQUESA;;1;Tamanho;M;;1;;;;
variation;10136-A-G;Vestido Clara - AZUL TURQUESA, G;-1;;1;1;;0;0;;;;;0;459,99;;10136;Cor;AZUL TURQUESA;;1;Tamanho;G;;1;;;;
variation;10136-A-GG;Vestido Clara - AZUL TURQUESA, GG;-1;;1;1;;0;0;;;;;0;459,99;;10136;Cor;AZUL TURQUESA;;1;Tamanho;GG;;1;;;;
variation;10136-R-PP;Vestido Clara - ROSA, PP;-1;;1;1;;0;0;;;;;0;459,99;;10136;Cor;ROSA;;1;Tamanho;PP;;1;;;;
variation;10136-R-P;Vestido Clara - ROSA, P;-1;;1;1;;0;0;;;;;0;459,99;;10136;Cor;ROSA;;1;Tamanho;P;;1;;;;
variation;10136-R-M;Vestido Clara - ROSA, M;-1;;1;1;;0;0;;;;;0;459,99;;10136;Cor;ROSA;;1;Tamanho;M;;1;;;;
variation;10136-R-G;Vestido Clara - ROSA, G;-1;;1;1;;0;0;;;;;0;459,99;;10136;Cor;ROSA;;1;Tamanho;G;;1;;;;
variation;10136-R-GG;Vestido Clara - ROSA, GG;-1;;1;1;;0;0;;;;;0;459,99;;10136;Cor;ROSA;;1;Tamanho;GG;;1;;;;
variable;10113;Vestido Fiorela;-1;Vestido blazer curto de manga longa com fechamento frontal com botões encapado, peça toda entretelada e forrada em cetim.;1;;;0;0;1.128;32;21;12;0;799,99;Vestido > Vestido Curto;;Cor;ROSA, PRETO;1;1;Tamanho;PP, P, M, G, GG;1;1;Composição;Tecido: 96% Poliéster 4% Elastano          Forro: 96% Poliéster 4% Elastano;1;0
variation;10113-R-PP;Vestido Fiorela - ROSA, PP;-1;;1;1;;0;0;;;;;0;799,99;;10113;Cor;ROSA;;1;Tamanho;PP;;1;;;;
variation;10113-R-P;Vestido Fiorela - ROSA, P;-1;;1;1;;0;0;;;;;0;799,99;;10113;Cor;ROSA;;1;Tamanho;P;;1;;;;
variation;10113-R-M;Vestido Fiorela - ROSA, M;-1;;1;1;;0;0;;;;;0;799,99;;10113;Cor;ROSA;;1;Tamanho;M;;1;;;;
variation;10113-R-G;Vestido Fiorela - ROSA, G;-1;;1;1;;0;0;;;;;0;799,99;;10113;Cor;ROSA;;1;Tamanho;G;;1;;;;
variation;10113-R-GG;Vestido Fiorela - ROSA, GG;-1;;1;1;;0;0;;;;;0;799,99;;10113;Cor;ROSA;;1;Tamanho;GG;;1;;;;
variation;10113-P-PP;Vestido Fiorela - PRETO, PP;-1;;1;1;;0;0;;;;;0;799,99;;10113;Cor;PRETO;;1;Tamanho;PP;;1;;;;
variation;10113-P-P;Vestido Fiorela - PRETO, P;-1;;1;1;;0;0;;;;;0;799,99;;10113;Cor;PRETO;;1;Tamanho;P;;1;;;;
variation;10113-P-M;Vestido Fiorela - PRETO, M;-1;;1;1;;0;0;;;;;0;799,99;;10113;Cor;PRETO;;1;Tamanho;M;;1;;;;
variation;10113-P-G;Vestido Fiorela - PRETO, G;-1;;1;1;;0;0;;;;;0;799,99;;10113;Cor;PRETO;;1;Tamanho;G;;1;;;;
variation;10113-P-GG;Vestido Fiorela - PRETO, GG;-1;;1;1;;0;0;;;;;0;799,99;;10113;Cor;PRETO;;1;Tamanho;GG;;1;;;;
variable;10133;Vestido Mirian;-1;Vestido chemise longo de manga curta com recortes e leve franzido na saia. Fechamento frontal em botões com bolsos e lapela no busto.;1;;;0;0;715;32;21;12;0;489,99;Vestido > Vestido longo;;Cor;ROSA, LARANJA;1;1;Tamanho;PP, P, M, G, GG;1;1;Composição;Tecido: 98% Algodão 02% Elastano ;1;0
variation;10133-R-PP;Vestido Mirian - ROSA, PP;-1;;1;1;;0;0;;;;;0;489,99;;10133;Cor;ROSA;;1;Tamanho;PP;;1;;;;
variation;10133-R-P;Vestido Mirian - ROSA, P;-1;;1;1;;0;0;;;;;0;489,99;;10133;Cor;ROSA;;1;Tamanho;P;;1;;;;
variation;10133-R-M;Vestido Mirian - ROSA, M;-1;;1;1;;0;0;;;;;0;489,99;;10133;Cor;ROSA;;1;Tamanho;M;;1;;;;
variation;10133-R-G;Vestido Mirian - ROSA, G;-1;;1;1;;0;0;;;;;0;489,99;;10133;Cor;ROSA;;1;Tamanho;G;;1;;;;
variation;10133-R-GG;Vestido Mirian - ROSA, GG;-1;;1;1;;0;0;;;;;0;489,99;;10133;Cor;ROSA;;1;Tamanho;GG;;1;;;;
variation;10133-L-PP;Vestido Mirian - LARANJA, PP;-1;;1;1;;0;0;;;;;0;489,99;;10133;Cor;LARANJA;;1;Tamanho;PP;;1;;;;
variation;10133-L-P;Vestido Mirian - LARANJA, P;-1;;1;1;;0;0;;;;;0;489,99;;10133;Cor;LARANJA;;1;Tamanho;P;;1;;;;
variation;10133-L-M;Vestido Mirian - LARANJA, M;-1;;1;1;;0;0;;;;;0;489,99;;10133;Cor;LARANJA;;1;Tamanho;M;;1;;;;
variation;10133-L-G;Vestido Mirian - LARANJA, G;-1;;1;1;;0;0;;;;;0;489,99;;10133;Cor;LARANJA;;1;Tamanho;G;;1;;;;
variation;10133-L-GG;Vestido Mirian - LARANJA, GG;-1;;1;1;;0;0;;;;;0;489,99;;10133;Cor;LARANJA;;1;Tamanho;GG;;1;;;;
variable;10134;Vestido Sofia;-1;Vestido mid de alcinha com recortes no busto e recortes na saia, fechamento trazeiro com zíper invisível.;1;;;0;0;574;32;21;12;0;489,99;Vestido > Vestido mid;;Cor;ROSA, LARANJA;1;1;Tamanho;PP, P, M, G, GG;1;1;Composição;Tecido: 98% Algodão 02% Elastano ;1;0
variation;10134-R-PP;Vestido Sofia - ROSA, PP;-1;;1;1;;0;0;;;;;0;489,99;;10134;Cor;ROSA;;1;Tamanho;PP;;1;;;;
variation;10134-R-P;Vestido Sofia - ROSA, P;-1;;1;1;;0;0;;;;;0;489,99;;10134;Cor;ROSA;;1;Tamanho;P;;1;;;;
variation;10134-R-M;Vestido Sofia - ROSA, M;-1;;1;1;;0;0;;;;;0;489,99;;10134;Cor;ROSA;;1;Tamanho;M;;1;;;;
variation;10134-R-G;Vestido Sofia - ROSA, G;-1;;1;1;;0;0;;;;;0;489,99;;10134;Cor;ROSA;;1;Tamanho;G;;1;;;;
variation;10134-R-GG;Vestido Sofia - ROSA, GG;-1;;1;1;;0;0;;;;;0;489,99;;10134;Cor;ROSA;;1;Tamanho;GG;;1;;;;
variation;10134-L-PP;Vestido Sofia - LARANJA, PP;-1;;1;1;;0;0;;;;;0;489,99;;10134;Cor;LARANJA;;1;Tamanho;PP;;1;;;;
variation;10134-L-P;Vestido Sofia - LARANJA, P;-1;;1;1;;0;0;;;;;0;489,99;;10134;Cor;LARANJA;;1;Tamanho;P;;1;;;;
variation;10134-L-M;Vestido Sofia - LARANJA, M;-1;;1;1;;0;0;;;;;0;489,99;;10134;Cor;LARANJA;;1;Tamanho;M;;1;;;;
variation;10134-L-G;Vestido Sofia - LARANJA, G;-1;;1;1;;0;0;;;;;0;489,99;;10134;Cor;LARANJA;;1;Tamanho;G;;1;;;;
variation;10134-L-GG;Vestido Sofia - LARANJA, GG;-1;;1;1;;0;0;;;;;0;489,99;;10134;Cor;LARANJA;;1;Tamanho;GG;;1;;;;
variable;4114;Maxi T-Shirt;-1;T-shirt com gola V e com abertura na lateral ;1;;;0;0;261;32;21;12;0;169,99;Blusa > Blusa manga curta;;Cor;PRETO, BRANCO, ROSA CHICLETE;1;1;Tamanho;PP, P, M, G, GG;1;1;Composição;Tecido: 96% Viscose 4%Elastano;1;0
variation;4114-P-PP;Maxi T-Shirt - PRETO, PP;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;PRETO;;1;Tamanho;PP;;1;;;;
variation;4114-P-P;Maxi T-Shirt - PRETO, P;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;PRETO;;1;Tamanho;P;;1;;;;
variation;4114-P-M;Maxi T-Shirt - PRETO, M;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;PRETO;;1;Tamanho;M;;1;;;;
variation;4114-P-G;Maxi T-Shirt - PRETO, G;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;PRETO;;1;Tamanho;G;;1;;;;
variation;4114-P-GG;Maxi T-Shirt - PRETO, GG;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;PRETO;;1;Tamanho;GG;;1;;;;
variation;4114-B-PP;Maxi T-Shirt - BRANCO, PP;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;BRANCO;;1;Tamanho;PP;;1;;;;
variation;4114-B-P;Maxi T-Shirt - BRANCO, P;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;BRANCO;;1;Tamanho;P;;1;;;;
variation;4114-B-M;Maxi T-Shirt - BRANCO, M;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;BRANCO;;1;Tamanho;M;;1;;;;
variation;4114-B-G;Maxi T-Shirt - BRANCO, G;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;BRANCO;;1;Tamanho;G;;1;;;;
variation;4114-B-GG;Maxi T-Shirt - BRANCO, GG;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;BRANCO;;1;Tamanho;GG;;1;;;;
variation;4114-R-PP;Maxi T-Shirt - ROSA CHICLETE, PP;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;ROSA CHICLETE;;1;Tamanho;PP;;1;;;;
variation;4114-R-P;Maxi T-Shirt - ROSA CHICLETE, P;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;ROSA CHICLETE;;1;Tamanho;P;;1;;;;
variation;4114-R-M;Maxi T-Shirt - ROSA CHICLETE, M;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;ROSA CHICLETE;;1;Tamanho;M;;1;;;;
variation;4114-R-G;Maxi T-Shirt - ROSA CHICLETE, G;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;ROSA CHICLETE;;1;Tamanho;G;;1;;;;
variation;4114-R-GG;Maxi T-Shirt - ROSA CHICLETE, GG;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;ROSA CHICLETE;;1;Tamanho;GG;;1;;;;
variation;4114-RP-PP;Maxi T-Shirt - ROSA PINK, PP;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;ROSA PINK;;1;Tamanho;PP;;1;;;;
variation;4114-RP-P;Maxi T-Shirt - ROSA PINK, P;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;ROSA PINK;;1;Tamanho;P;;1;;;;
variation;4114-RP-M;Maxi T-Shirt - ROSA PINK, M;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;ROSA PINK;;1;Tamanho;M;;1;;;;
variation;4114-RP-G;Maxi T-Shirt - ROSA PINK, G;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;ROSA PINK;;1;Tamanho;G;;1;;;;
variation;4114-RP-GG;Maxi T-Shirt - ROSA PINK, GG;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;ROSA PINK;;1;Tamanho;GG;;1;;;;
variation;4114-V-PP;Maxi T-Shirt - VERDE, PP;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;VERDE;;1;Tamanho;PP;;1;;;;
variation;4114-V-P;Maxi T-Shirt - VERDE, P;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;VERDE;;1;Tamanho;P;;1;;;;
variation;4114-V-M;Maxi T-Shirt - VERDE, M;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;VERDE;;1;Tamanho;M;;1;;;;
variation;4114-V-G;Maxi T-Shirt - VERDE, G;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;VERDE;;1;Tamanho;G;;1;;;;
variation;4114-V-GG;Maxi T-Shirt - VERDE, GG;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;VERDE;;1;Tamanho;GG;;1;;;;
variation;4114-L-PP;Maxi T-Shirt - LILAS, PP;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;LILAS;;1;Tamanho;PP;;1;;;;
variation;4114-L-P;Maxi T-Shirt - LILAS, P;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;LILAS;;1;Tamanho;P;;1;;;;
variation;4114-L-M;Maxi T-Shirt - LILAS, M;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;LILAS;;1;Tamanho;M;;1;;;;
variation;4114-L-G;Maxi T-Shirt - LILAS, G;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;LILAS;;1;Tamanho;G;;1;;;;
variation;4114-L-GG;Maxi T-Shirt - LILAS, GG;-1;;1;1;;0;0;;;;;0;169,99;;4114;Cor;LILAS;;1;Tamanho;GG;;1;;;;